age_band,savings_balance,monthly_surplus,risk_appetite_score,investment_experience,account_tenure_months,lump_sum_amount,regular_saving_amount,pension_contribution_pct,pension_pot_value,years_to_retirement,months_since_review,known_trait_count,conversation_turn,employment_status,channel,segment_id,situation_id,suggestion_id,record_id,party_ref,data_split
3.0,14759.69,,2.34,1.0,,,,11.84,5000.0,10.0,,8.0,2.0,2.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,257d7abf-9a6b-4b33-96a9-bf90cee1d587,ML-00921,TRAIN
4.0,6603.2,395.49,1.82,1.0,,,,,,5.0,,8.0,2.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,910f9444-9746-4598-8a5d-760aa12c8db2,ML-00922,TRAIN
4.0,26638.37,610.21,1.0,1.0,,,,,108146.44,4.0,,6.0,0.0,2.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,e92a363f-c19a-4437-8343-0edd3a89319a,ML-00923,TRAIN
4.0,,144.16,1.0,2.0,,,,0.0,33496.61,3.0,21.0,7.0,1.0,2.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,a503b8e5-6d6d-4841-b9fa-c72724efd21a,ML-00924,TRAIN
3.0,24895.89,635.98,1.5,2.0,30.0,,,,,,,11.0,5.0,3.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,f489ebc2-4409-435b-909f-5aceab8f9072,ML-00925,TRAIN
1.0,6131.24,360.67,,0.0,31.0,,,,,,,8.0,2.0,2.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,ff52084d-68bc-4cc3-a5b4-c3e72a371645,ML-00926,TRAIN
2.0,500.0,100.0,4.3,0.0,21.0,,,,,,,10.0,4.0,1.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,e9b531bb-75a6-4b37-96ac-391b742932d5,ML-00927,TRAIN
2.0,12541.03,535.92,3.22,0.0,25.0,12777.34,,,,,,10.0,4.0,2.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,e460d066-be2b-419f-b26a-41b93e82a37e,ML-00928,TRAIN
2.0,1000.0,,2.36,3.0,40.0,,,,,,,7.0,1.0,2.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,eac12122-82eb-4965-b5b3-b9167c1ae354,ML-00929,TRAIN
1.0,5108.34,99.9,2.53,0.0,12.0,,111.51,,,,,12.0,6.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,c977abca-076f-4830-876a-44ff2a1fe400,ML-00930,TRAIN
3.0,5925.05,940.59,2.47,1.0,59.0,,,,,,,9.0,3.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,50d06829-5176-4dae-a087-01ac6fc490fc,ML-00931,TRAIN
3.0,0.0,522.41,1.24,0.0,,,,8.0,,29.0,,11.0,5.0,1.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,d5cd182c-fc89-4208-98d7-ff490c71ed0f,ML-00932,TRAIN
2.0,2343.26,402.48,2.24,0.0,,,,6.38,,38.0,,8.0,2.0,1.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,9efb9532-b7ac-431b-a530-326637ff930e,ML-00933,TRAIN
2.0,5965.32,,,1.0,,,,,,,,8.0,2.0,2.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,cd7da3da-65ad-4c4d-877d-926ccfdb7e5f,ML-00934,TRAIN
3.0,10871.51,799.99,1.81,1.0,,,,20.0,62408.89,13.0,,12.0,6.0,1.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,a673e710-e3b3-40c1-b71b-aaf65ab786f2,ML-00935,TRAIN
4.0,4688.69,,2.48,1.0,,,,,25871.18,2.0,,10.0,4.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,d83f1739-9464-43a5-8c2c-eaff9c67f755,ML-00936,TRAIN
4.0,15820.68,50.0,1.86,0.0,,,,4.0,74307.68,6.0,,11.0,5.0,2.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,1f021847-c5e4-468d-8369-5cb7d9a65986,ML-00937,TRAIN
4.0,9860.06,341.52,1.1,1.0,,,,0.0,,,,6.0,0.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,798c144e-eeb1-49ee-bcdb-1ad944e67395,ML-00938,TRAIN
2.0,18757.04,,3.07,1.0,12.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,17c0ee33-dcff-4aab-acf4-c55a31c0b881,ML-00939,TRAIN
2.0,5507.27,,3.53,0.0,12.0,,,,,,,10.0,4.0,2.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,b2d2c1a8-89ca-4cec-b107-622cb4facd86,ML-00940,TRAIN
2.0,4645.32,395.54,,1.0,42.0,,,,,,,8.0,2.0,3.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,c7ae2919-41bd-45f7-97e9-b5126f34772b,ML-00941,TRAIN
2.0,,,3.86,1.0,6.0,46031.9,,,,,,10.0,4.0,1.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,7e14d072-f101-4bfb-a325-54a3931bfb91,ML-00942,TRAIN
1.0,13455.81,289.86,2.12,2.0,17.0,,,,,,,8.0,2.0,1.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,00192987-6dd9-49a5-8701-612d5da22e36,ML-00943,TRAIN
1.0,3200.4,255.9,1.95,1.0,13.0,,132.04,,,,,8.0,2.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,7729d141-7067-4579-aed8-3f510f53b3d9,ML-00944,TRAIN
3.0,60985.24,,2.76,0.0,45.0,,,,,,,10.0,4.0,1.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,fbe9da65-16e1-4ec1-8254-f78e0453b249,ML-00945,TRAIN
2.0,8155.33,295.68,2.04,1.0,,,,6.68,,13.0,,11.0,5.0,2.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,07ec2839-7cd5-458e-a38c-42dbaf150c08,ML-00946,TRAIN
1.0,4145.33,,,0.0,,,,,,20.0,,7.0,1.0,1.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,9df4e72e-0ce6-4509-a80e-943fefdf1645,ML-00947,TRAIN
2.0,1126.44,507.45,2.52,1.0,,,,11.03,,15.0,,12.0,6.0,2.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,994aafce-1575-47b1-91be-a912e9881493,ML-00948,TRAIN
4.0,5937.93,,,1.0,,,,,7404.81,7.0,,7.0,1.0,2.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,2ef96cef-662f-4b93-8830-4fecf422b312,ML-00949,TRAIN
4.0,500.0,,1.02,0.0,,,,,,,,8.0,2.0,2.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,19b614e8-6317-46e6-b83e-72a65bff4d41,ML-00950,TRAIN
4.0,,,3.21,1.0,,,,9.8,76042.54,1.0,,10.0,4.0,2.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,a6c998a4-7e51-4b5e-be3a-52da9761fe1c,ML-00951,TRAIN
5.0,500.0,279.51,1.0,2.0,,,,0.0,77667.61,2.0,24.0,9.0,3.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,843ad0a6-0378-4380-b942-9cde3fb30527,ML-00952,TRAIN
1.0,,643.14,1.5,1.0,27.0,,,,,,,6.0,0.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,f445c5d0-5b2a-49ce-b150-5e1316f8eadc,ML-00953,TRAIN
1.0,,398.53,1.71,0.0,3.0,,,,,,,6.0,0.0,2.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,93991fbb-720f-4bbd-b070-086e066785f3,ML-00954,TRAIN
2.0,1685.14,388.43,2.19,2.0,24.0,,,,,,,9.0,3.0,2.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,23e91446-418f-4817-9144-fb4ce01b893c,ML-00955,TRAIN
3.0,14611.14,804.92,,1.0,23.0,,,,,,,8.0,2.0,3.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,ca5957be-1cfd-45b8-94a0-88c9b85d0a22,ML-00956,TRAIN
3.0,4780.04,919.51,5.0,1.0,33.0,,,,,,,6.0,0.0,1.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,21d3e169-5d47-409d-9e28-ee03ea7eb89d,ML-00957,TRAIN
2.0,11296.37,183.16,3.63,0.0,6.0,,50.0,,,,,6.0,0.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,e2039d85-76f3-4fbe-871e-b366e4e96fe2,ML-00958,TRAIN
4.0,,834.83,3.38,1.0,58.0,,,,,,,9.0,3.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,03693f29-a993-4cc1-b3e2-f1c81d31584b,ML-00959,TRAIN
2.0,9214.3,531.76,,0.0,,,,6.96,,13.0,,7.0,1.0,2.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,d6f92b32-4441-4b13-8da7-2061fc484d85,ML-00960,TRAIN
2.0,4356.04,540.62,1.59,0.0,,,,8.04,,13.0,,9.0,3.0,2.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,c389b367-1391-4fc8-b43a-86e4d7581933,ML-00961,TRAIN
4.0,,,,1.0,,,,10.02,,24.0,,6.0,0.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,374ba38b-8f96-4a47-b466-caa2867e1f41,ML-00962,TRAIN
4.0,6761.78,543.52,2.45,1.0,,,,,116648.59,,,8.0,2.0,1.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,d958e236-a423-4cd5-bc48-65d39f552f4f,ML-00963,TRAIN
4.0,,362.58,,1.0,,,,,,2.0,,6.0,0.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,a95f1660-510b-4d9b-a0e0-d3257f3fa462,ML-00964,TRAIN
5.0,37373.88,414.84,2.31,1.0,,,,6.46,62251.44,8.0,,12.0,6.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,fc8e9fd3-0770-4f3c-b80a-e3817e0f09fb,ML-00965,TRAIN
4.0,,601.13,2.19,2.0,,,,0.0,11975.53,0.0,24.0,10.0,4.0,2.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,8a0f1b5d-042e-4a95-9d68-fbf6d06e34c7,ML-00966,TRAIN
2.0,46347.09,298.82,2.52,1.0,44.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,df290e1d-9fb5-4617-9c8d-811a65343f8f,ML-00967,TRAIN
1.0,5299.63,485.87,,0.0,16.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,3dbdd9a0-e4bf-408d-ba43-60e4a4a9923f,ML-00968,TRAIN
1.0,,607.28,2.91,0.0,45.0,,,,,,,9.0,3.0,1.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,872d0151-0b05-406f-a804-242495adda31,ML-00969,TRAIN
3.0,,,4.02,2.0,27.0,9989.55,,,,,,8.0,2.0,1.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,1de22dcd-078f-46e8-a458-d73174299451,ML-00970,TRAIN
2.0,,400.26,3.16,2.0,48.0,,,,,,,10.0,4.0,1.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,7e3d0ae6-9a01-477b-b3ec-b8bf7bcf8db7,ML-00971,TRAIN
2.0,500.0,273.53,1.64,1.0,22.0,,123.58,,,,,8.0,2.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,24be054e-54e8-4f09-8ec2-b3bafb615f9a,ML-00972,TRAIN
3.0,33646.89,100.0,3.39,0.0,55.0,,,,,,,7.0,1.0,1.0,1.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,af2eff70-e3db-437e-8bb2-7c80df494421,ML-00973,TRAIN
3.0,3698.91,,4.23,1.0,,,,,,,,8.0,2.0,1.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,c84013a3-add1-493f-b337-870bd83ab69c,ML-00974,TRAIN
1.0,3263.54,533.17,1.86,0.0,,,,8.61,,21.0,,11.0,5.0,1.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,298b18bf-ffb6-41ea-a0eb-8860d181ee08,ML-00975,TRAIN
3.0,13730.18,585.06,,0.0,,,,5.71,,,,7.0,1.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,65eadffc-eccd-4289-a592-241a93d6f992,ML-00976,TRAIN
3.0,22889.72,313.64,3.11,1.0,,,,,127240.64,8.0,,8.0,2.0,2.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,3d27586c-e845-45c9-af43-496f32590781,ML-00977,TRAIN
4.0,15832.95,212.36,2.04,1.0,,,,,,3.0,,8.0,2.0,1.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,1182e8cf-5340-4a75-8d43-a992b86e7b3d,ML-00978,TRAIN
4.0,22651.8,573.95,,0.0,,,,13.4,72661.23,4.0,,8.0,2.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,6ab35f44-2e53-43fa-af4a-b0ed2d51d62d,ML-00979,TRAIN
4.0,7366.42,255.46,2.5,2.0,,,,,85426.55,3.0,,8.0,2.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,b0d030d6-84f4-4887-9a62-dc089a5272d4,ML-00980,TRAIN
3.0,25874.27,,1.86,2.0,26.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,cee26372-2067-41d9-ab8d-c6b059e75bba,ML-00981,TRAIN
1.0,10743.52,654.75,1.58,0.0,35.0,,,,,,,10.0,4.0,1.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,edd3e142-1a50-46e1-8b05-762e67bcd011,ML-00982,TRAIN
4.0,,403.43,2.49,1.0,14.0,,,,,,,6.0,0.0,2.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,ef35cc45-2ae2-4dbb-85d3-ceee5bf08827,ML-00983,TRAIN
2.0,10483.91,255.19,2.34,2.0,15.0,14326.37,,,,,,12.0,6.0,1.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,a0205e27-88dd-4f3a-99c3-a669f1d438b8,ML-00984,TRAIN
2.0,24756.16,419.44,,1.0,46.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,92739143-d298-4fa6-ab03-3db361f748c5,ML-00985,TRAIN
2.0,4256.51,219.09,2.54,0.0,28.0,,138.52,,,,,13.0,7.0,1.0,1.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,ff633055-72ad-4143-8e7a-92a61160c738,ML-00986,TRAIN
3.0,,743.94,3.09,2.0,39.0,,,,,,,9.0,3.0,1.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,519a8338-9b83-4a18-8b39-6f91a97459b0,ML-00987,TRAIN
3.0,2984.41,529.52,2.53,0.0,,,,5.72,,13.0,,11.0,5.0,1.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,08d1f3e6-ae5b-441a-9b4b-8b93cdfcd29b,ML-00988,TRAIN
3.0,3347.15,237.99,2.46,1.0,,,,4.0,,21.0,,9.0,3.0,2.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,ef6483e0-9b5e-4995-958b-444e36bbf84e,ML-00989,TRAIN
2.0,,,,1.0,,,,,,,,7.0,1.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,0bd1a17a-ef4a-4086-9e41-03632f77eaa1,ML-00990,TRAIN
3.0,15497.72,743.52,3.43,1.0,,,,11.12,109306.89,13.0,,11.0,5.0,1.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,a6037071-f0af-4839-b0b3-04e60da8dc8d,ML-00991,TRAIN
4.0,500.0,113.02,2.4,1.0,,,,,12361.52,,,8.0,2.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,e6c8c516-bebb-44d6-955a-8aa5758ddaf8,ML-00992,TRAIN
4.0,1000.0,483.81,,1.0,,,,,17545.12,,,8.0,2.0,3.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,f6e0ae3e-4615-468d-a7b0-3389e8978196,ML-00993,TRAIN
4.0,16462.52,183.53,2.19,2.0,,,,0.0,44799.91,2.0,32.0,12.0,6.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,ea9fb38c-3237-432f-bb28-088a5bb01297,ML-00994,TRAIN
2.0,23047.62,284.15,1.68,2.0,42.0,,,,,,,12.0,6.0,3.0,1.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,9d5a1ffe-2620-43db-be48-a7b8c63c8c25,ML-00995,TRAIN
1.0,6621.23,50.0,1.32,0.0,7.0,,,,,,,6.0,0.0,2.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,ce869ac2-a3a1-48ea-8190-48739a8a32c5,ML-00996,TRAIN
2.0,,,2.08,0.0,22.0,,,,,,,7.0,1.0,2.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,3cacc148-5f27-4b32-a787-f1976e1b644a,ML-00997,TRAIN
3.0,,,3.58,2.0,25.0,24587.69,,,,,,7.0,1.0,2.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,c43032a9-3b11-4ead-9746-9e9142fbbdd9,ML-00998,TRAIN
1.0,1956.07,435.95,1.0,3.0,33.0,,,,,,,11.0,5.0,1.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,53a9b8df-27a3-4c13-9a49-4ffb3af92dd4,ML-00999,TRAIN
2.0,5236.98,345.09,2.0,0.0,16.0,,143.72,,,,,10.0,4.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,4c2d3895-2209-4f15-ba70-255b3296507a,ML-01000,TRAIN
4.0,20247.22,867.3,,0.0,22.0,,,,,,,6.0,0.0,3.0,1.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,7a01e03b-9ce2-4339-a200-8b863b9c236c,ML-01001,TRAIN
3.0,0.0,436.76,2.67,1.0,,,,2.82,,15.0,,11.0,5.0,1.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,3b748a2b-1b48-4d15-903d-5981c9567735,ML-01002,TRAIN
1.0,,377.97,1.68,1.0,,,,8.36,,,,6.0,0.0,2.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,23f92c40-264a-45d3-8b3d-ea0365aaaa44,ML-01003,TRAIN
2.0,6544.86,640.6,1.98,1.0,,,,,,15.0,,6.0,0.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,e1570e30-e4e3-45e1-a362-8076158fe604,ML-01004,TRAIN
4.0,15398.75,248.2,1.39,1.0,,,,13.39,54529.1,9.0,,13.0,7.0,2.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,49ceb5c0-39b5-4567-8f42-ebabafa30574,ML-01005,TRAIN
4.0,10184.47,311.85,2.36,0.0,,,,,,1.0,,7.0,1.0,3.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,7177a3c8-afb5-4ffc-b2d0-7f3bc8ff0412,ML-01006,TRAIN
4.0,,,,1.0,,,,8.76,5000.0,6.0,,6.0,0.0,2.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,1df57744-0e7b-4ee5-b424-bc7f1a1d2644,ML-01007,TRAIN
4.0,864.72,,1.61,1.0,,,,0.0,76914.37,0.0,,10.0,4.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,62c8611f-8293-4419-a648-d2fb2669ff60,ML-01008,TRAIN
3.0,28670.37,238.12,3.34,0.0,42.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,c97e4f46-5b8c-4a71-807e-8cb6c9c55526,ML-01009,TRAIN
1.0,500.0,244.79,2.27,0.0,29.0,,,,,,,10.0,4.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,e1b64452-f9ef-4b7b-a174-b41e89fb183a,ML-01010,TRAIN
1.0,7564.33,363.2,4.04,2.0,22.0,,,,,,,7.0,1.0,3.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,4bb2b30f-f3e4-459d-bd96-05aeb9405e0c,ML-01011,TRAIN
3.0,20656.72,555.73,2.9,1.0,29.0,29981.4,,,,,,11.0,5.0,3.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,507973f5-fda5-421d-a5f2-bbb1eed1a28c,ML-01012,TRAIN
1.0,14061.46,318.68,2.01,3.0,41.0,,,,,,,10.0,4.0,2.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,d775dff8-7c41-4760-b37b-bf15375fac73,ML-01013,TRAIN
2.0,10918.64,215.45,3.16,0.0,23.0,,142.51,,,,,12.0,6.0,2.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,b140ae84-5d4d-4ce3-a0c1-72e518a916af,ML-01014,TRAIN
2.0,60551.38,637.51,1.99,1.0,20.0,,,,,,,11.0,5.0,3.0,1.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,72821d7b-d6b9-4758-acb8-fbfb2da0a0d0,ML-01015,TRAIN
3.0,3087.75,548.18,2.6,0.0,,,,7.45,,17.0,,12.0,6.0,1.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,eb2f422b-af2e-4e7d-bc36-33065afba8b9,ML-01016,TRAIN
2.0,4200.3,,1.68,1.0,,,,7.27,,13.0,,6.0,0.0,2.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,0f4a9519-52fd-4397-baed-a20347c3dccd,ML-01017,TRAIN
3.0,4061.86,654.54,2.41,0.0,,,,7.89,,32.0,,10.0,4.0,1.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,c3a71f3c-0ec8-4284-ab6e-fc3bd00d6eff,ML-01018,TRAIN
4.0,23938.63,671.56,2.73,0.0,,,,8.82,66317.23,4.0,,10.0,4.0,1.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,d5bcb484-8425-4451-97ea-46cb45923770,ML-01019,TRAIN
4.0,11120.09,603.08,,0.0,,,,,22827.79,2.0,,7.0,1.0,1.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,a49be49f-42e6-4665-93c5-67936fc754b9,ML-01020,TRAIN
4.0,23968.56,142.85,2.31,0.0,,,,11.18,59779.24,2.0,,9.0,3.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,c5a7aae9-de6d-4b8d-a9ef-ede731f72095,ML-01021,TRAIN
4.0,7674.55,,1.0,2.0,,,,,96306.29,0.0,28.0,8.0,2.0,3.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,bc180226-d1e5-4575-b2d5-6f9f9bd86b9e,ML-01022,TRAIN
3.0,30934.86,551.22,2.32,0.0,24.0,,,,,,,9.0,3.0,1.0,1.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,85119902-f1c9-40d1-8cfb-c2728c9ba8e6,ML-01023,TRAIN
1.0,500.0,534.45,,0.0,14.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,b5867f6a-e579-43f7-bf7a-6ec29194abad,ML-01024,TRAIN
2.0,2693.09,373.64,2.58,1.0,15.0,,,,,,,11.0,5.0,2.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,3e6dcd3c-5a70-492d-b4f3-13abb73eb294,ML-01025,TRAIN
2.0,6414.19,595.02,2.38,0.0,20.0,21456.91,,,,,,10.0,4.0,1.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,ea8a8d6d-b568-4cda-ae80-d92c8cad8d07,ML-01026,TRAIN
4.0,18501.15,,,3.0,43.0,,,,,,,6.0,0.0,2.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,56fdac68-ca30-48f3-b35a-da2d1f4f66bd,ML-01027,TRAIN
3.0,4284.01,,1.37,1.0,10.0,,231.07,,,,,9.0,3.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,9db86d89-96de-48fd-8997-44d1ad4200d8,ML-01028,TRAIN
2.0,34045.51,1079.19,,1.0,39.0,,,,,,,8.0,2.0,2.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,0faef7bd-643a-4bb1-9c43-85c0614a937f,ML-01029,TRAIN
2.0,8988.8,308.82,1.48,1.0,,,,5.09,,28.0,,6.0,0.0,2.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,b0717f45-af95-4c7d-8270-cc37d529d38c,ML-01030,TRAIN
2.0,4085.3,,1.76,0.0,,,,11.18,,12.0,,9.0,3.0,2.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,9a383d57-3965-4e21-95b4-736eeffdf189,ML-01031,TRAIN
2.0,,541.57,,1.0,,,,,,,,6.0,0.0,2.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,06563ac1-b755-403d-a4c4-f28cc8421f44,ML-01032,TRAIN
4.0,,,,0.0,,,,11.29,54536.32,,,6.0,0.0,1.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,df32d2a6-62c6-4ccf-8b13-c0531a1fe7cb,ML-01033,TRAIN
4.0,7118.09,334.84,1.0,1.0,,,,,11415.01,3.0,,11.0,5.0,2.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,0e9c8600-ec3c-44a6-9ba1-548260b8f119,ML-01034,TRAIN
4.0,,270.15,2.7,0.0,,,,,90077.57,,,6.0,0.0,2.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,1ad054b2-8952-484c-aa91-8a249b545d74,ML-01035,TRAIN
4.0,,286.23,3.28,1.0,,,,,87577.61,3.0,21.0,6.0,0.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,5be53fdc-5a27-4ab6-b25d-849739428dfd,ML-01036,TRAIN
3.0,,998.07,3.63,1.0,24.0,,,,,,,9.0,3.0,1.0,1.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,f2796e73-0c5e-47ea-abbd-be04dd1a03bc,ML-01037,TRAIN
2.0,4580.74,309.18,3.0,0.0,6.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,314a88c1-f408-4376-bc88-12cfe403c762,ML-01038,TRAIN
2.0,2388.86,,,0.0,32.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,ec2ed8d5-2fc4-4267-baec-ff452fd4b812,ML-01039,TRAIN
1.0,25048.65,732.03,,2.0,35.0,24417.4,,,,,,7.0,1.0,3.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,5734d20d-afa1-465b-92e6-3f82db4a499d,ML-01040,TRAIN
3.0,1000.0,318.25,1.95,3.0,39.0,,,,,,,12.0,6.0,2.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,fd85df23-6052-43b0-ad46-e107e196ae79,ML-01041,TRAIN
